ticket_id,created_at,resolved_at,category,sub_issue,product,channel,status,sentiment,agent_id,resolution_time_mins,first_response_mins,csat_score,priority,resolution_type,escalated,repeat_contact,region,customer_tier,chatbot_handled
TKT-09487,2024-09-10 16:52:00,2024-09-10 19:52:00,Shipping,Package damaged,Wireless Earbuds,Email,Closed,Neutral,Agent_044,180,36,5,Critical,Order Replaced,Yes,No,Asia Pacific,Premium,Yes
TKT-09488,2024-01-26 13:31:00,2024-01-26 21:22:00,Billing,Subscription not cancelled,Smart TV,Chat,Escalated,Negative,Agent_027,471,31,5,Low,Order Replaced,No,No,Latin America,Standard,No
TKT-09489,2024-08-16 04:30:00,2024-08-16 04:47:00,Technical,Software update failed,Smart TV,Phone,Closed,Neutral,Agent_036,17,27,5,High,Follow-up Scheduled,No,No,Middle East,Premium,No
TKT-09490,2023-12-18 12:44:00,2023-12-18 15:05:00,General Inquiry,Feature request,Laptop Pro,App,Pending,Neutral,Agent_022,141,51,5,Low,Follow-up Scheduled,No,No,North America,Standard,No
TKT-09491,2023-03-27 07:07:00,2023-03-27 14:02:00,Product,Product not as described,Router Plus,Social Media,Pending,Neutral,Agent_005,415,23,3,Medium,Escalated to Tier 2,No,No,Latin America,Enterprise,Yes
TKT-09492,2023-03-26 15:57:00,2023-03-26 19:51:00,General Inquiry,Store hours,Wireless Earbuds,App,Resolved,Neutral,Agent_025,234,30,4,High,Account Updated,No,Yes,Latin America,Standard,Yes
TKT-09493,2023-01-15 17:13:00,2023-01-15 19:47:00,Product,Product not as described,Wireless Earbuds,Email,Pending,Negative,Agent_029,154,28,2,Critical,Order Replaced,No,No,Asia Pacific,Standard,Yes
TKT-09494,2024-02-21 05:18:00,,Account,Account locked,Tablet S,Social Media,Closed,Negative,Agent_013,,46,5,Low,Technical Fix Applied,Yes,Yes,Europe,Standard,Yes
TKT-09495,2024-12-03 22:57:00,,General Inquiry,Store hours,Laptop Pro,Social Media,Closed,Neutral,Agent_046,,55,4,Critical,Account Updated,No,No,Europe,Premium,No
TKT-09496,2023-03-17 13:47:00,,Shipping,Order not arrived,Wireless Earbuds,Email,Resolved,Negative,Agent_039,,18,5,High,Account Updated,No,No,Asia Pacific,Standard,Yes
TKT-09497,2024-09-08 12:28:00,,Technical,Device not connecting,SmartWatch X,App,Pending,Positive,Agent_040,,22,4,Low,Refund Issued,No,No,Europe,Standard,No
TKT-09498,2023-03-04 20:17:00,2023-03-04 20:39:00,Complaint,Misleading information given,Phone Max,Social Media,Pending,Neutral,Agent_010,22,45,5,Low,Escalated to Tier 2,No,No,Latin America,Standard,No
TKT-09499,2024-07-14 14:41:00,2024-07-14 16:38:00,Technical,Performance issues,Wireless Earbuds,Chat,Resolved,Negative,Agent_031,117,40,5,Medium,Account Updated,No,Yes,Europe,Standard,Yes
TKT-09500,2023-06-18 22:43:00,2023-06-19 06:21:00,Returns,Return window expired,Phone Max,App,Resolved,Positive,Agent_038,458,59,5,Low,Technical Fix Applied,No,No,North America,Standard,Yes
TKT-09501,2023-06-03 19:43:00,,General Inquiry,Compatibility question,Wireless Earbuds,Chat,Resolved,Positive,Agent_048,,55,5,Medium,No Action Needed,No,No,Asia Pacific,Standard,No
TKT-09502,2023-09-08 16:52:00,2023-09-08 23:22:00,Product,Warranty claim,SmartWatch X,Email,Resolved,Neutral,Agent_031,390,4,5,Low,Order Replaced,No,No,Europe,Premium,Yes
TKT-09503,2024-11-22 19:42:00,2024-11-23 00:24:00,Shipping,Wrong item delivered,Smart TV,Chat,Resolved,Neutral,Agent_013,282,17,5,Low,Account Updated,No,No,North America,Standard,Yes
TKT-09504,2023-10-25 08:35:00,,Shipping,Delivery delayed,Camera 4K,Email,Resolved,Negative,Agent_005,,19,4,High,Information Provided,No,No,Middle East,Premium,Yes
TKT-09505,2024-02-20 18:26:00,,Billing,Charged twice for order,Camera 4K,Email,Pending,Negative,Agent_033,,55,3,Low,Escalated to Tier 2,No,No,Europe,Standard,No
TKT-09506,2023-10-04 18:41:00,2023-10-04 22:34:00,Account,Account locked,SmartWatch X,Email,Resolved,Neutral,Agent_025,233,57,4,Medium,Follow-up Scheduled,No,Yes,Latin America,Premium,No
TKT-09507,2024-07-14 10:22:00,,Complaint,Rude agent interaction,SmartWatch X,Phone,Closed,Negative,Agent_022,,41,1,High,Escalated to Tier 2,Yes,No,Middle East,Standard,Yes
TKT-09508,2023-01-13 13:14:00,,Billing,Wrong amount billed,Router Plus,Social Media,Resolved,Positive,Agent_015,,33,1,High,Account Updated,No,No,Middle East,Premium,No
TKT-09509,2024-03-17 05:12:00,2024-03-17 06:38:00,Complaint,Poor service experience,Phone Max,App,Resolved,Neutral,Agent_007,86,40,4,Medium,Escalated to Tier 2,No,No,Asia Pacific,Premium,Yes
TKT-09510,2024-01-04 16:29:00,2024-01-04 18:51:00,Shipping,Delivery delayed,SmartWatch X,Social Media,Pending,Neutral,Agent_009,142,31,5,Critical,Refund Issued,No,No,Latin America,Premium,No
TKT-09511,2023-10-14 00:39:00,2023-10-14 01:30:00,Billing,Charged twice for order,Laptop Pro,Phone,In Progress,Positive,Agent_019,51,53,5,Medium,Follow-up Scheduled,Yes,No,Latin America,Standard,No
TKT-09512,2023-02-21 15:12:00,2023-02-21 15:56:00,Product,Warranty claim,Wireless Earbuds,App,Closed,Positive,Agent_032,44,29,5,High,Account Updated,No,No,Middle East,Enterprise,Yes
TKT-09513,2023-06-21 19:51:00,2023-06-21 23:38:00,Shipping,Tracking not updating,Wireless Earbuds,Chat,Closed,Negative,Agent_046,227,6,5,High,Technical Fix Applied,Yes,No,Latin America,Premium,No
TKT-09514,2023-01-20 06:13:00,2023-01-20 11:59:00,General Inquiry,Compatibility question,Wireless Earbuds,Social Media,Resolved,Neutral,Agent_022,346,59,5,Low,Account Updated,No,No,Latin America,Premium,No
TKT-09515,2023-08-07 23:41:00,,General Inquiry,Product availability,Smart TV,Email,Resolved,Neutral,Agent_013,,54,4,Low,Refund Issued,No,No,Europe,Premium,Yes
TKT-09516,2023-01-29 00:47:00,2023-01-29 06:09:00,Product,Product not as described,Phone Max,Phone,Resolved,Negative,Agent_010,322,51,5,High,Order Replaced,No,No,Asia Pacific,Enterprise,Yes
TKT-09517,2023-09-05 10:49:00,2023-09-05 12:55:00,Account,Password reset issue,Wireless Earbuds,Email,Pending,Negative,Agent_042,126,3,5,Low,Technical Fix Applied,No,Yes,North America,Standard,Yes
TKT-09518,2024-12-25 23:24:00,,Billing,Charged twice for order,Router Plus,App,Pending,Negative,Agent_025,,55,4,High,Order Replaced,No,Yes,Middle East,Standard,No
TKT-09519,2023-05-06 09:56:00,2023-05-06 15:44:00,Account,Two-factor auth problem,Wireless Earbuds,App,Resolved,Positive,Agent_017,348,35,5,Low,Refund Issued,No,No,Asia Pacific,Standard,No
TKT-09520,2023-01-05 21:31:00,2023-01-06 04:02:00,Complaint,Long wait times,Wireless Earbuds,Email,Resolved,Negative,Agent_023,391,11,5,Low,No Action Needed,No,Yes,Asia Pacific,Premium,No
TKT-09521,2023-02-02 05:54:00,,Technical,Device not connecting,Phone Max,Email,Resolved,Negative,Agent_012,,8,5,Low,Technical Fix Applied,No,Yes,Latin America,Premium,Yes
TKT-09522,2024-03-08 07:00:00,2024-03-08 14:18:00,Shipping,Wrong item delivered,Wireless Earbuds,App,Pending,Negative,Agent_007,438,4,4,Critical,Information Provided,No,No,Europe,Standard,No
TKT-09523,2023-12-11 22:21:00,2023-12-12 06:12:00,General Inquiry,Feature request,Router Plus,App,Pending,Positive,Agent_030,471,6,4,Low,Follow-up Scheduled,No,No,Europe,Standard,No
TKT-09524,2023-11-18 17:14:00,2023-11-18 17:54:00,Complaint,Poor service experience,Smart TV,Chat,Resolved,Negative,Agent_035,40,3,3,Low,No Action Needed,Yes,No,Europe,Standard,No
TKT-09525,2024-11-23 06:00:00,2024-11-23 10:08:00,Complaint,Repeated issues unresolved,Phone Max,Social Media,Resolved,Positive,Agent_006,248,26,4,Medium,Escalated to Tier 2,Yes,No,Europe,Standard,No
TKT-09526,2024-05-27 19:13:00,2024-05-27 19:45:00,General Inquiry,Product availability,Phone Max,App,Pending,Negative,Agent_004,32,40,3,Medium,Refund Issued,No,Yes,Latin America,Standard,No
TKT-09527,2024-05-28 16:02:00,2024-05-28 19:37:00,Technical,Performance issues,Phone Max,Chat,Closed,Negative,Agent_022,215,44,4,Low,Refund Issued,No,No,Latin America,Enterprise,Yes
TKT-09528,2024-05-13 20:02:00,2024-05-14 00:59:00,Billing,Promo code not applied,Camera 4K,Phone,Resolved,Neutral,Agent_014,297,33,5,Low,Technical Fix Applied,No,Yes,Asia Pacific,Standard,Yes
TKT-09529,2023-09-03 10:59:00,,Billing,Subscription not cancelled,Wireless Earbuds,Social Media,Pending,Negative,Agent_010,,4,1,Low,Refund Issued,No,No,Asia Pacific,Premium,Yes
TKT-09530,2023-03-11 21:46:00,2023-03-11 23:20:00,Technical,Login not working,Laptop Pro,Chat,Closed,Neutral,Agent_015,94,17,2,Medium,Escalated to Tier 2,No,No,Europe,Standard,No
TKT-09531,2023-08-16 22:02:00,2023-08-17 01:32:00,Technical,Login not working,Wireless Earbuds,Email,Resolved,Positive,Agent_011,210,38,5,Low,Technical Fix Applied,No,No,North America,Premium,Yes
TKT-09532,2023-04-12 12:48:00,2023-04-12 18:09:00,Complaint,Rude agent interaction,Router Plus,Email,Closed,Positive,Agent_020,321,36,3,Low,Follow-up Scheduled,No,No,North America,Standard,No
TKT-09533,2023-08-30 13:41:00,2023-08-30 16:40:00,Shipping,Package damaged,Phone Max,Email,Resolved,Neutral,Agent_018,179,18,5,Medium,Order Replaced,No,No,Middle East,Standard,No
TKT-09534,2023-12-24 22:01:00,2023-12-24 23:44:00,Returns,Return window expired,Laptop Pro,Phone,Resolved,Neutral,Agent_013,103,10,4,High,No Action Needed,No,No,Middle East,Standard,No
TKT-09535,2023-02-09 14:40:00,,Account,Subscription management,SmartWatch X,App,Closed,Neutral,Agent_029,,41,5,Medium,Refund Issued,Yes,Yes,Latin America,Premium,Yes
TKT-09536,2023-04-01 20:15:00,2023-04-01 20:21:00,Account,Password reset issue,Camera 4K,Email,Pending,Positive,Agent_046,6,50,5,High,Account Updated,No,Yes,North America,Premium,Yes
TKT-09537,2023-02-11 01:15:00,,General Inquiry,Store hours,Smart TV,Social Media,In Progress,Positive,Agent_026,,10,2,Low,Escalated to Tier 2,No,No,Middle East,Premium,No
TKT-09538,2024-06-03 15:18:00,2024-06-03 16:19:00,Returns,Return label not received,Phone Max,Phone,Closed,Positive,Agent_006,61,14,5,Medium,Information Provided,No,No,Europe,Premium,No
TKT-09539,2023-04-17 02:31:00,,Shipping,Wrong item delivered,Phone Max,Email,Closed,Negative,Agent_028,,3,4,Medium,Order Replaced,No,No,North America,Premium,No
TKT-09540,2024-03-29 15:50:00,2024-03-29 17:40:00,General Inquiry,Store hours,Wireless Earbuds,Social Media,Escalated,Negative,Agent_006,110,52,5,Medium,Technical Fix Applied,No,Yes,Europe,Premium,No
TKT-09541,2024-03-09 22:39:00,2024-03-10 02:38:00,Billing,Wrong amount billed,SmartWatch X,Social Media,Resolved,Neutral,Agent_034,239,49,2,Low,Technical Fix Applied,No,No,Asia Pacific,Premium,No
TKT-09542,2024-06-15 07:28:00,,Technical,Device not connecting,Wireless Earbuds,Email,Resolved,Positive,Agent_019,,34,4,Medium,Account Updated,No,No,Latin America,Standard,Yes
TKT-09543,2024-07-19 07:58:00,2024-07-19 10:50:00,Technical,Device not connecting,Wireless Earbuds,Email,Pending,Positive,Agent_021,172,56,3,Low,Information Provided,No,No,North America,Standard,No
TKT-09544,2024-03-05 22:24:00,2024-03-06 02:47:00,Billing,Promo code not applied,SmartWatch X,Phone,Closed,Negative,Agent_022,263,6,4,Low,No Action Needed,No,No,Middle East,Standard,Yes
TKT-09545,2024-09-16 21:00:00,,Account,Profile update error,SmartWatch X,Phone,Resolved,Negative,Agent_043,,42,4,Medium,Technical Fix Applied,Yes,No,Latin America,Premium,No
TKT-09546,2023-04-20 17:12:00,2023-04-20 22:20:00,Shipping,Tracking not updating,Tablet S,Email,Resolved,Positive,Agent_015,308,22,4,Medium,Refund Issued,No,No,Europe,Premium,No
TKT-09547,2023-06-27 04:02:00,2023-06-27 08:59:00,Returns,Return label not received,SmartWatch X,Phone,Resolved,Positive,Agent_016,297,39,4,High,Order Replaced,No,Yes,Europe,Premium,No
TKT-09548,2024-10-17 10:08:00,2024-10-17 11:50:00,Technical,App keeps crashing,Smart TV,Social Media,Closed,Positive,Agent_047,102,7,3,Low,Information Provided,No,No,Latin America,Standard,No
TKT-09549,2023-12-18 21:30:00,2023-12-19 01:05:00,Account,Account locked,Wireless Earbuds,Phone,Resolved,Neutral,Agent_039,215,19,5,Medium,Escalated to Tier 2,No,No,Asia Pacific,Premium,No
TKT-09550,2023-03-23 04:46:00,2023-03-23 12:20:00,General Inquiry,Product availability,Router Plus,Phone,Resolved,Negative,Agent_049,454,31,3,Medium,Account Updated,No,No,Latin America,Premium,Yes
TKT-09551,2024-06-03 03:29:00,2024-06-03 06:37:00,Account,Subscription management,Wireless Earbuds,Email,Escalated,Positive,Agent_012,188,44,5,Medium,No Action Needed,No,No,Latin America,Enterprise,No
TKT-09552,2023-03-26 08:59:00,2023-03-26 09:26:00,Product,Product not as described,Phone Max,App,Pending,Negative,Agent_026,27,40,4,Low,Refund Issued,No,No,Asia Pacific,Standard,Yes
TKT-09553,2024-11-28 02:50:00,2024-11-28 10:08:00,Shipping,Wrong item delivered,Wireless Earbuds,Chat,Resolved,Negative,Agent_045,438,24,1,High,Account Updated,No,No,Europe,Standard,No
TKT-09554,2023-03-02 16:06:00,2023-03-02 16:09:00,General Inquiry,Feature request,Smart TV,Chat,Resolved,Neutral,Agent_004,3,45,2,Medium,Order Replaced,No,No,North America,Premium,No
TKT-09555,2023-02-08 06:36:00,2023-02-08 14:11:00,Returns,Return window expired,SmartWatch X,Social Media,Resolved,Neutral,Agent_031,455,12,5,Medium,Escalated to Tier 2,No,No,Europe,Premium,Yes
TKT-09556,2024-03-10 16:53:00,2024-03-10 22:57:00,Account,Password reset issue,Phone Max,Phone,Closed,Neutral,Agent_011,364,31,4,Low,Information Provided,No,Yes,Europe,Premium,No
TKT-09557,2023-09-09 19:57:00,2023-09-10 01:40:00,Complaint,Long wait times,Wireless Earbuds,App,Pending,Positive,Agent_025,343,13,4,Medium,Account Updated,No,No,Latin America,Standard,No
TKT-09558,2023-02-10 08:59:00,,Complaint,Repeated issues unresolved,Laptop Pro,Chat,Closed,Positive,Agent_001,,20,2,Low,Information Provided,No,No,Europe,Standard,No
TKT-09559,2024-02-24 07:08:00,2024-02-24 08:44:00,Product,Warranty claim,Camera 4K,Email,Resolved,Neutral,Agent_010,96,58,3,Medium,Information Provided,No,No,Asia Pacific,Premium,No
TKT-09560,2024-02-06 21:23:00,2024-02-07 00:40:00,Shipping,Delivery delayed,Smart TV,App,Escalated,Neutral,Agent_037,197,41,5,Low,Refund Issued,No,No,Asia Pacific,Standard,Yes
TKT-09561,2023-09-16 01:09:00,,Complaint,Rude agent interaction,Smart TV,Chat,Resolved,Negative,Agent_030,,32,4,Low,Order Replaced,No,No,North America,Premium,Yes
TKT-09562,2024-07-14 11:23:00,2024-07-14 14:06:00,Technical,App keeps crashing,Smart TV,Phone,Pending,Negative,Agent_046,163,47,4,Low,Follow-up Scheduled,No,No,Middle East,Standard,Yes
TKT-09563,2023-07-29 12:16:00,,Product,Missing parts,Router Plus,App,Resolved,Neutral,Agent_009,,55,5,Medium,Information Provided,No,No,Middle East,Standard,No
TKT-09564,2023-10-11 17:02:00,2023-10-11 17:58:00,Product,Warranty claim,Smart TV,Phone,In Progress,Positive,Agent_022,56,20,4,Medium,Refund Issued,No,No,Latin America,Standard,Yes
TKT-09565,2023-09-16 18:09:00,2023-09-16 18:27:00,Billing,Wrong amount billed,Camera 4K,Chat,Resolved,Negative,Agent_049,18,38,5,Low,Refund Issued,No,No,North America,Standard,No
TKT-09566,2024-06-14 23:26:00,2024-06-14 23:38:00,Technical,Software update failed,Tablet S,Social Media,Resolved,Positive,Agent_017,12,51,4,Medium,Refund Issued,No,No,Europe,Premium,No
TKT-09567,2024-09-29 07:56:00,2024-09-29 10:21:00,Billing,Promo code not applied,Tablet S,App,Pending,Negative,Agent_010,145,52,4,Medium,Follow-up Scheduled,No,Yes,Latin America,Standard,No
TKT-09568,2023-04-01 14:06:00,2023-04-01 20:19:00,Complaint,Poor service experience,Camera 4K,App,Pending,Neutral,Agent_040,373,31,4,Critical,Refund Issued,No,No,Europe,Premium,No
TKT-09569,2024-03-04 02:21:00,2024-03-04 09:25:00,Complaint,Misleading information given,Smart TV,Phone,Pending,Neutral,Agent_040,424,8,4,Critical,Follow-up Scheduled,No,No,North America,Standard,Yes
TKT-09570,2024-03-18 16:22:00,2024-03-18 21:17:00,Product,Setup assistance needed,Smart TV,Email,Pending,Positive,Agent_019,295,58,4,Low,Account Updated,No,No,Asia Pacific,Standard,Yes
TKT-09571,2023-03-08 20:58:00,2023-03-09 01:41:00,Technical,Device not connecting,SmartWatch X,App,Escalated,Positive,Agent_018,283,23,3,Medium,Order Replaced,No,No,Latin America,Enterprise,No
TKT-09572,2023-01-28 07:39:00,2023-01-28 14:51:00,Billing,Refund not received,Laptop Pro,Email,Resolved,Neutral,Agent_037,432,25,5,Medium,Escalated to Tier 2,No,No,North America,Standard,Yes
TKT-09573,2024-03-27 08:21:00,2024-03-27 10:30:00,Returns,Exchange requested,SmartWatch X,App,Pending,Neutral,Agent_040,129,32,4,High,Refund Issued,No,No,North America,Premium,No
TKT-09574,2024-08-29 22:35:00,2024-08-29 23:28:00,Technical,Device not connecting,Tablet S,Chat,Resolved,Neutral,Agent_043,53,59,1,Low,No Action Needed,No,No,Europe,Standard,No
TKT-09575,2023-02-08 07:07:00,2023-02-08 08:55:00,Account,Password reset issue,Tablet S,Email,Resolved,Negative,Agent_045,108,24,3,Low,Technical Fix Applied,No,No,North America,Premium,Yes
TKT-09576,2024-05-23 14:48:00,2024-05-23 21:56:00,Shipping,Tracking not updating,SmartWatch X,Social Media,Closed,Neutral,Agent_044,428,40,5,Low,Order Replaced,Yes,No,North America,Enterprise,No
TKT-09577,2023-06-15 02:11:00,2023-06-15 04:47:00,Product,Product not as described,Router Plus,App,Resolved,Neutral,Agent_007,156,43,5,High,Account Updated,No,No,Europe,Standard,No
TKT-09578,2023-01-24 04:11:00,2023-01-24 06:48:00,Complaint,Poor service experience,Camera 4K,Social Media,Resolved,Negative,Agent_039,157,20,5,Low,Technical Fix Applied,No,No,Latin America,Standard,Yes
TKT-09579,2024-05-20 19:01:00,2024-05-21 02:45:00,Account,Profile update error,Router Plus,Social Media,Pending,Negative,Agent_009,464,23,4,Critical,Escalated to Tier 2,No,No,Europe,Standard,No
TKT-09580,2024-06-27 06:53:00,2024-06-27 08:55:00,Account,Two-factor auth problem,SmartWatch X,Email,Pending,Negative,Agent_022,122,2,5,High,Technical Fix Applied,No,No,North America,Premium,No
TKT-09581,2023-04-01 15:33:00,2023-04-01 21:12:00,Shipping,Delivery delayed,SmartWatch X,Phone,Closed,Positive,Agent_033,339,21,3,High,Escalated to Tier 2,No,Yes,North America,Standard,Yes
TKT-09582,2023-12-13 00:19:00,,Billing,Promo code not applied,SmartWatch X,Social Media,Escalated,Positive,Agent_021,,1,2,Medium,No Action Needed,No,No,Latin America,Standard,No
TKT-09583,2023-04-24 12:43:00,2023-04-24 17:41:00,Technical,App keeps crashing,Tablet S,Social Media,Resolved,Positive,Agent_045,298,43,4,Medium,Order Replaced,No,No,Asia Pacific,Standard,No
TKT-09584,2023-05-06 06:44:00,2023-05-06 09:06:00,Product,Product not as described,Phone Max,Phone,Resolved,Negative,Agent_002,142,14,5,Low,Refund Issued,No,No,North America,Standard,No
TKT-09585,2023-10-05 09:48:00,2023-10-05 13:04:00,Returns,Refund not processed,Camera 4K,Chat,Pending,Positive,Agent_023,196,48,2,Critical,Follow-up Scheduled,Yes,No,Latin America,Enterprise,Yes
TKT-09586,2024-12-18 17:03:00,,Returns,Item not eligible for return,SmartWatch X,Phone,Escalated,Negative,Agent_005,,26,4,Critical,Technical Fix Applied,No,No,Europe,Enterprise,No
TKT-09587,2024-12-10 09:54:00,2024-12-10 14:43:00,Shipping,Package damaged,SmartWatch X,Social Media,Pending,Negative,Agent_039,289,25,4,Low,Follow-up Scheduled,No,No,North America,Standard,No
TKT-09588,2023-12-15 19:24:00,,Returns,Return window expired,Router Plus,Social Media,Closed,Neutral,Agent_030,,48,5,High,Order Replaced,No,No,Latin America,Standard,No
TKT-09589,2024-04-22 19:22:00,2024-04-23 01:46:00,Technical,Login not working,Phone Max,Social Media,Resolved,Negative,Agent_015,384,60,4,Low,Order Replaced,No,No,North America,Standard,Yes
TKT-09590,2023-09-17 08:46:00,2023-09-17 09:29:00,Complaint,Misleading information given,Phone Max,Social Media,Closed,Neutral,Agent_026,43,40,5,Low,Technical Fix Applied,Yes,No,Asia Pacific,Premium,Yes
TKT-09591,2023-09-11 14:45:00,2023-09-11 16:43:00,Complaint,Long wait times,Phone Max,Phone,Resolved,Neutral,Agent_006,118,34,4,Low,Account Updated,No,No,Europe,Standard,No
TKT-09592,2024-03-31 09:48:00,2024-03-31 11:33:00,Shipping,Order not arrived,Phone Max,Email,Pending,Negative,Agent_028,105,16,3,High,Account Updated,No,No,North America,Standard,No
TKT-09593,2023-10-28 14:28:00,,Account,Subscription management,SmartWatch X,Social Media,Resolved,Negative,Agent_046,,30,4,Medium,Technical Fix Applied,No,No,North America,Enterprise,No
TKT-09594,2023-08-26 17:26:00,2023-08-26 18:44:00,Technical,Device not connecting,Router Plus,App,Pending,Positive,Agent_001,78,45,4,Low,Escalated to Tier 2,No,No,Latin America,Enterprise,No
TKT-09595,2023-06-12 07:52:00,2023-06-12 12:16:00,Shipping,Package damaged,Phone Max,Phone,Closed,Positive,Agent_003,264,12,5,Low,Escalated to Tier 2,No,No,Middle East,Standard,Yes
TKT-09596,2023-04-23 20:31:00,2023-04-24 02:50:00,Technical,App keeps crashing,Laptop Pro,Chat,Pending,Positive,Agent_005,379,17,3,Critical,Escalated to Tier 2,No,No,North America,Standard,Yes
TKT-09597,2023-03-18 11:09:00,2023-03-18 19:06:00,Product,Product not as described,SmartWatch X,Phone,Resolved,Neutral,Agent_028,477,6,4,Low,Account Updated,No,Yes,Middle East,Standard,Yes
TKT-09598,2023-09-26 04:34:00,,Shipping,Wrong item delivered,SmartWatch X,App,In Progress,Negative,Agent_017,,5,3,Critical,Follow-up Scheduled,No,No,Europe,Enterprise,Yes
TKT-09599,2024-05-07 07:13:00,2024-05-07 08:25:00,Product,Product defective,SmartWatch X,Phone,Pending,Neutral,Agent_036,72,47,5,Medium,Follow-up Scheduled,Yes,Yes,Middle East,Standard,Yes
TKT-09600,2023-03-27 03:06:00,2023-03-27 05:19:00,Complaint,Misleading information given,Phone Max,App,In Progress,Negative,Agent_033,133,60,3,High,Follow-up Scheduled,Yes,No,Latin America,Premium,Yes
TKT-09601,2024-04-30 19:28:00,2024-04-30 20:55:00,Technical,Performance issues,Smart TV,Email,Closed,Negative,Agent_015,87,37,3,Medium,Information Provided,No,Yes,Asia Pacific,Premium,No
TKT-09602,2023-10-19 14:03:00,2023-10-19 16:28:00,Shipping,Order not arrived,Tablet S,App,Resolved,Positive,Agent_032,145,44,3,Low,Refund Issued,No,No,Middle East,Standard,No
TKT-09603,2023-12-29 12:14:00,2023-12-29 13:35:00,Returns,Item not eligible for return,Wireless Earbuds,Chat,Resolved,Negative,Agent_012,81,17,3,Critical,Escalated to Tier 2,No,No,Asia Pacific,Standard,No
TKT-09604,2023-12-06 00:08:00,,General Inquiry,Product availability,Smart TV,Phone,Pending,Negative,Agent_046,,44,5,Medium,Follow-up Scheduled,No,Yes,Asia Pacific,Standard,No
TKT-09605,2023-10-14 20:18:00,2023-10-14 22:45:00,General Inquiry,Feature request,Laptop Pro,Phone,Resolved,Neutral,Agent_030,147,21,4,Critical,Technical Fix Applied,No,No,Latin America,Standard,No
TKT-09606,2023-03-03 01:38:00,2023-03-03 09:14:00,Account,Password reset issue,Laptop Pro,Chat,Pending,Neutral,Agent_035,456,27,5,Medium,Account Updated,No,No,Middle East,Standard,Yes
TKT-09607,2024-12-03 02:28:00,2024-12-03 06:58:00,Billing,Wrong amount billed,SmartWatch X,Email,Pending,Negative,Agent_030,270,18,4,Medium,Escalated to Tier 2,No,No,Latin America,Enterprise,Yes
TKT-09608,2023-01-04 01:49:00,2023-01-04 06:56:00,Technical,App keeps crashing,Wireless Earbuds,App,Resolved,Neutral,Agent_042,307,45,2,Medium,Refund Issued,No,No,Europe,Premium,No
TKT-09609,2023-10-15 06:01:00,2023-10-15 11:22:00,Product,Missing parts,Tablet S,Phone,Closed,Negative,Agent_013,321,50,2,High,Escalated to Tier 2,No,No,North America,Enterprise,No
TKT-09610,2023-03-02 02:44:00,2023-03-02 04:35:00,Complaint,Long wait times,Smart TV,App,In Progress,Positive,Agent_001,111,2,4,Critical,Refund Issued,No,No,Asia Pacific,Standard,No
TKT-09611,2023-07-11 14:13:00,2023-07-11 17:35:00,General Inquiry,Feature request,Smart TV,Email,Resolved,Positive,Agent_021,202,42,5,Medium,Refund Issued,No,No,Middle East,Standard,Yes
TKT-09612,2024-07-29 15:58:00,2024-07-29 18:21:00,General Inquiry,Product availability,Phone Max,Social Media,Resolved,Negative,Agent_010,143,29,5,Low,Follow-up Scheduled,No,Yes,North America,Premium,Yes
TKT-09613,2023-10-10 09:07:00,2023-10-10 15:55:00,General Inquiry,Store hours,Wireless Earbuds,Social Media,Resolved,Positive,Agent_031,408,24,4,Low,Order Replaced,No,No,Middle East,Enterprise,No
TKT-09614,2024-03-04 08:51:00,2024-03-04 13:39:00,Shipping,Order not arrived,Smart TV,Social Media,Escalated,Negative,Agent_019,288,17,5,High,Refund Issued,No,No,Europe,Standard,Yes
TKT-09615,2023-04-26 17:25:00,2023-04-26 21:46:00,Returns,Item not eligible for return,Tablet S,Email,Resolved,Negative,Agent_008,261,51,4,High,Information Provided,No,No,North America,Enterprise,Yes
TKT-09616,2023-01-12 13:05:00,2023-01-12 18:52:00,Product,Product not as described,Router Plus,App,In Progress,Neutral,Agent_045,347,60,5,Critical,Follow-up Scheduled,No,No,Middle East,Premium,Yes
TKT-09617,2024-08-26 06:42:00,2024-08-26 09:45:00,Technical,App keeps crashing,Router Plus,App,Pending,Negative,Agent_046,183,11,4,Low,Follow-up Scheduled,No,No,Europe,Enterprise,Yes
TKT-09618,2024-06-22 14:45:00,2024-06-22 17:41:00,Technical,Login not working,Router Plus,Chat,Resolved,Positive,Agent_037,176,36,3,Medium,Technical Fix Applied,Yes,No,Latin America,Standard,No
TKT-09619,2024-07-30 13:18:00,,Shipping,Delivery delayed,Wireless Earbuds,Email,Resolved,Negative,Agent_001,,15,2,Low,Refund Issued,Yes,No,Asia Pacific,Standard,No
TKT-09620,2024-08-13 05:27:00,2024-08-13 13:03:00,General Inquiry,Compatibility question,Wireless Earbuds,Phone,Closed,Negative,Agent_038,456,10,4,Medium,Escalated to Tier 2,No,No,Asia Pacific,Premium,Yes
TKT-09621,2023-09-22 21:35:00,2023-09-22 23:13:00,Complaint,Rude agent interaction,Tablet S,App,Escalated,Negative,Agent_046,98,44,2,Medium,Refund Issued,Yes,No,Middle East,Standard,No
TKT-09622,2024-08-01 14:47:00,,Account,Subscription management,Wireless Earbuds,Phone,Resolved,Neutral,Agent_004,,38,5,Medium,Follow-up Scheduled,No,No,Middle East,Enterprise,Yes
